title,imageUrl,rating,releaseDate,genre
Chasing Sleep Script,https://www.imsdb.com/posters/Chasing-Sleep.jpg,N/A,September 2001,"Horror, Thriller"
Cherry Falls Script,https://www.imsdb.com/posters/Cherry-Falls.jpg,N/A,August 2000,"Horror, Thriller, Comedy, Mystery"
Chinatown Script,https://www.imsdb.com/posters/Chinatown.jpg,N/A,June 1974,"Crime, Mystery, Thriller"
Christ Complex Script,https://www.imsdb.com/posters/Christ-Complex.jpg,N/A,October 2012,"Comedy, Fantasy"
Chronicle Script,https://www.imsdb.com/posters/Chronicle.jpg,N/A,February 2012,"Drama, Sci-Fi, Thriller"
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe Script","https://www.imsdb.com/posters/Chronicles-of-Narnia-The-Lion,-the-Witch-and-the-Wardrobe.jpg",N/A,December 2005,"Action, Adventure, Drama, Family, Fantasy"
"Cider House Rules, The Script","https://www.imsdb.com/posters/Cider-House-Rules,-The.jpg",N/A,December 1999,"Drama, Romance"
"Cincinnati Kid, The Script","https://www.imsdb.com/posters/Cincinnati-Kid,-The.jpg",N/A,October 1965,Drama
Cinema Paradiso Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Cirque du Freak: The Vampire's Assistant Script,https://www.imsdb.com/posters/Cirque-du-Freak-The-Vampire's-Assistant.jpg,N/A,October 2009,"Action, Adventure, Fantasy, Thriller"
Citizen Kane Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Mystery"
City of Joy Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Clash of the Titans Script,https://www.imsdb.com/posters/Clash-of-the-Titans.jpg,N/A,April 2010,"Action, Adventure, Drama, Fantasy"
Clerks Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Cliffhanger Script,https://www.imsdb.com/posters/Cliffhanger.jpg,N/A,May 1993,"Action, Adventure, Thriller"
"Clockwork Orange, A Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Sci-Fi"
Clueless Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Romance"
Cobb Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Coco Script,https://www.imsdb.com/posters/Coco.jpg,N/A,November 2017,"Animation, Adventure, Comedy"
Code of Silence Script,https://www.imsdb.com/posters/Code-of-Silence.jpg,N/A,May 1985,"Action, Drama"
Cold Mountain Script,http://www.imsdb.com/images/no-poster.gif,N/A,December 2003,"Drama, War, Romance"
Collateral Script,http://www.imsdb.com/images/no-poster.gif,8,August 2004,"Action, Crime, Thriller"
Collateral Damage Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Thriller"
Colombiana Script,https://www.imsdb.com/posters/Colombiana.jpg,N/A,August 2011,"Action, Crime, Drama"
Color of Night Script,https://www.imsdb.com/posters/Color-of-Night.jpg,N/A,August 1994,"Mystery, Romance, Thriller"
Commando Script,https://www.imsdb.com/posters/Commando.jpg,N/A,October 1985,"Action, Thriller"
Conan the Barbarian Script,https://www.imsdb.com/posters/Conan-the-Barbarian.jpg,N/A,August 2011,"Action, Adventure, Fantasy"
Confessions of a Dangerous Mind Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama"
Confidence Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama"
Constantine Script,http://www.imsdb.com/images/no-poster.gif,6,February 2005,"Action, Thriller, Fantasy, Drama, Horror"
Contact Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Sci-Fi, Mystery"
"Cooler, The Script","https://www.imsdb.com/posters/Cooler,-The.jpg",N/A,November 2003,"Drama, Romance, Comedy"
Copycat Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Horror, Mystery, Thriller"
Coraline Script,https://www.imsdb.com/posters/Coraline.jpg,N/A,February 2009,"Animation, Adventure, Family, Fantasy"
Coriolanus Script,https://www.imsdb.com/posters/Coriolanus.jpg,N/A,January 2012,"Drama, Thriller, War"
Courage Under Fire Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Drama, Mystery, War"
Cowboys Script,http://www.imsdb.com,N/A,:,
Cradle 2 the Grave Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Crime, Drama, Thriller"
Crank Script,https://www.imsdb.com/posters/Crank.jpg,N/A,September 2006,"Action, Crime, Drama, Thriller"
Crash Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Thriller, Romance"
"Crazy, Stupid, Love Script","https://www.imsdb.com/posters/Crazy,-Stupid,-Love.jpg",7,July 2011,"Comedy, Drama, Romance"
Crazylove Script,https://www.imsdb.com/posters/Crazylove.jpg,N/A,October 2005,"Drama, Romance"
Creation Script,https://www.imsdb.com/posters/Creation.jpg,N/A,January 2010,Drama
Crime Spree Script,https://www.imsdb.com/posters/Crime-Spree.jpg,N/A,September 2003,"Crime, Comedy"
"Croods, The Script","https://www.imsdb.com/posters/Croods,-The.jpg",N/A,March 2013,"Animation, Adventure, Comedy"
"Crouching Tiger, Hidden Dragon Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Drama, Fantasy, Romance"
Croupier Script,https://www.imsdb.com/posters/Croupier.jpg,N/A,April 2000,"Crime, Drama"
"Crow Salvation, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Drama, Crime, Horror, Thriller"
"Crow, The Script",http://www.imsdb.com/images/no-poster.gif,9,N/A,"Action, Drama, Horror, Fantasy, Romance, Thriller"
"Crow: City of Angels, The Script","https://www.imsdb.com/posters/Crow-City-of-Angels,-The.jpg",7,August 1996,"Action, Fantasy, Thriller, Crime"
Cruel Intentions Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Crying Game Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Drama, Romance"
Cube Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Thriller, Sci-Fi, Horror, Mystery"
"Curious Case of Benjamin Button, The Script","https://www.imsdb.com/posters/Curious-Case-of-Benjamin-Button,-The.jpg",N/A,December 2008,"Drama, Fantasy, Mystery, Romance"
Custody Script,https://www.imsdb.com/posters/Custody.jpg,N/A,N/A,Comedy
Dallas Buyers Club Script,https://www.imsdb.com/posters/Dallas-Buyers-Club.jpg,N/A,November 2013,Drama
"Damned United, The Script","https://www.imsdb.com/posters/Damned-United,-The.jpg",N/A,October 2009,Drama
Dances with Wolves Script,https://www.imsdb.com/posters/Dances-with-Wolves.jpg,N/A,November 1990,"Adventure, Drama, Western"
"Danish Girl, The Script","https://imsdb.com/posters/Danish-Girl,-The.jpg",N/A,January 2016,"Drama, Romance"
Dark City Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Mystery, Sci-Fi, Thriller"
"Dark Knight Rises, The Script","https://www.imsdb.com/posters/Dark-Knight-Rises,-The.jpg",N/A,July 2012,"Action, Crime, Thriller"
"Dark Knight, The Script","https://www.imsdb.com/posters/Dark-Knight,-The.jpg",N/A,July 2008,"Action, Crime, Thriller"
Dark Star Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Sci-Fi, Thriller"
Darkman Script,https://www.imsdb.com/posters/Darkman.jpg,N/A,August 1990,"Action, Crime, Sci-Fi, Thriller"
Date Night Script,https://www.imsdb.com/posters/Date-Night.jpg,N/A,April 2010,"Comedy, Crime, Romance"
Dave Barry's Complete Guide to Guys Script,https://www.imsdb.com/posters/Dave-Barry's-Complete-Guide-to-Guys.jpg,N/A,May 2006,Comedy
Dawn of the Dead Script,http://www.imsdb.com/images/no-poster.gif,9,N/A,"Action, Horror, Drama"
Day of the Dead Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Drama, Sci-Fi, Thriller"
"Day the Clown Cried, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
"Day the Earth Stood Still, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Sci-Fi, Thriller"
Days of Heaven Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Dead Poets Society Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Deadpool Script,https://www.imsdb.com/posters/Deadpool.jpg,N/A,February 2016,"Action, Adventure, Comedy"
Dear White People Script,https://www.imsdb.com/posters/Dear-White-People.jpg,N/A,July 2015,"Comedy, Drama"
Death at a Funeral Script,https://www.imsdb.com/posters/Death-at-a-Funeral.jpg,N/A,April 2010,Comedy
Death to Smoochy Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime"
"Debt, The Script","https://www.imsdb.com/posters/Debt,-The.jpg",N/A,August 2011,"Action, Drama, Thriller"
Deception Script,https://www.imsdb.com/posters/Deception.jpg,N/A,April 2008,"Crime, Drama, Mystery, Romance, Thriller"
Deep Cover Script,https://www.imsdb.com/posters/Deep-Cover.jpg,N/A,April 1992,"Action, Crime, Thriller"
Deep Rising Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Horror, Thriller"
"Deer Hunter, The Script",http://www.imsdb.com/images/no-poster.gif,6,N/A,"Drama, War"
Defiance Script,https://www.imsdb.com/posters/Defiance.jpg,N/A,January 2009,"Action, Drama, Thriller, War"
"Departed, The Script","https://www.imsdb.com/posters/Departed,-The.jpg",N/A,October 2006,"Crime, Drama, Thriller"
"Descendants, The Script","https://www.imsdb.com/posters/Descendants,-The.jpg",N/A,December 2011,"Comedy, Drama"
Despicable Me 2 Script,https://www.imsdb.com/posters/Despicable-Me-2.jpg,N/A,July 2013,"Animation, Adventure, Comedy"
Detroit Rock City Script,https://www.imsdb.com/posters/Detroit-Rock-City.jpg,N/A,August 1999,"Adventure, Comedy, Musical"
Devil in a Blue Dress Script,https://www.imsdb.com/posters/Devil-in-a-Blue-Dress.jpg,N/A,September 1995,"Crime, Mystery, Thriller"
"Devil Wears Prada, The Script","https://www.imsdb.com/posters/Devil-Wears-Prada,-The.jpg",N/A,June 2006,"Comedy, Drama"
Devil's Advocate Script,https://www.imsdb.com/posters/Devil's-Advocate.gif,N/A,October 1997,"Drama, Horror, Thriller"
Die Hard Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Thriller"
Die Hard 2 Script,https://www.imsdb.com/posters/Die-Hard-2.jpg,N/A,July 1990,"Action, Thriller"
Diner Script,https://www.imsdb.com/posters/Diner.jpg,N/A,March 1982,"Comedy, Drama"
"Distinguished Gentleman, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Disturbia Script,https://www.imsdb.com/posters/Disturbia.jpg,N/A,April 2007,Thriller
Django Unchained Script,https://www.imsdb.com/posters/Django-Unchained.jpg,N/A,December 2012,"Adventure, Drama, Western"
Do The Right Thing Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Dog Day Afternoon Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Thriller"
Dogma Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Fantasy, Adventure"
Donnie Brasco Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama, Thriller"
Donnie Darko Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Fantasy, Drama, Sci-Fi, Mystery, Thriller"
"Doors, The Script","https://www.imsdb.com/posters/Doors,-The.jpg",N/A,March 1991,"Biography, Drama, Music"
Double Indemnity Script,http://www.imsdb.com/images/no-poster.gif,N/A,September 1944,"Crime, Film-Noir, Drama"
Drag Me to Hell Script,https://www.imsdb.com/posters/Drag-Me-to-Hell.jpg,N/A,May 2009,"Horror, Thriller"
Dragonslayer Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Fantasy"
Drive Script,https://www.imsdb.com/posters/Drive.jpg,8,September 2011,"Action, Crime, Drama"
Drive Angry Script,https://www.imsdb.com/posters/Drive-Angry.jpg,N/A,February 2011,"Action, Crime, Fantasy"
Drop Dead Gorgeous Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
"Dry White Season, A Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Thriller"
Duck Soup Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Family, Musical"
Dumb and Dumber Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Comedy"
Dune Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Sci-Fi, Fantasy"
E.T. Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Family, Sci-Fi, Adventure, Fantasy"
Eagle Eye Script,https://www.imsdb.com/posters/Eagle-Eye.jpg,N/A,September 2008,"Action, Mystery, Thriller"
Eastern Promises Script,https://www.imsdb.com/posters/Eastern-Promises.jpg,8,September 2007,"Crime, Drama, Mystery, Thriller"
Easy A Script,https://www.imsdb.com/posters/Easy-A.jpg,N/A,September 2010,"Comedy, Romance"
Ed TV Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Ed Wood Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Edward Scissorhands Script,http://www.imsdb.com/images/no-poster.gif,7,N/A,"Drama, Fantasy, Romance"
Eight Legged Freaks Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Horror, Sci-Fi"
El Mariachi Script,https://www.imsdb.com/posters/El-Mariachi.jpg,N/A,February 1993,"Action, Thriller, Crime, Western"
Election Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
"Elephant Man, The Script","https://www.imsdb.com/posters/Elephant-Man,-The.jpg",N/A,October 1980,Drama
Elizabeth: The Golden Age Script,https://www.imsdb.com/posters/Elizabeth-The-Golden-Age.jpg,7,October 2007,Drama
Elvis Script,https://imsdb.com/posters/Elvis.jpg,N/A,June 2022,Drama
Enemy of the State Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Action, Thriller"
"English Patient, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Enough Script,https://www.imsdb.com/posters/Enough.jpg,N/A,May 2002,"Drama, Thriller"
Entrapment Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Crime, Thriller"
Equilibrium Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Sci-Fi, Thriller"
Erik the Viking Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Fantasy
Erin Brockovich Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Escape From L.A. Script,http://www.imsdb.com/images/no-poster.gif,7,N/A,"Action, Adventure, Sci-Fi, Thriller"
Escape From New York Script,http://www.imsdb.com/images/no-poster.gif,7,N/A,"Action, Adventure, Sci-Fi, Thriller"
Eternal Sunshine of the Spotless Mind Script,http://www.imsdb.com/images/no-poster.gif,N/A,March 2004,"Drama, Romance, Sci-Fi"
Even Cowgirls Get the Blues Script,https://www.imsdb.com/posters/Even-Cowgirls-Get-the-Blues.jpg,N/A,May 1994,"Comedy, Romance, Drama"
Event Horizon Script,http://www.imsdb.com/images/no-poster.gif,N/A,August 1997,"Horror, Sci-Fi, Thriller"
Evil Dead Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Fantasy, Comedy"
Evil Dead II: Dead by Dawn Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Fantasy, Comedy, Action"
Ex Machina Script,https://www.imsdb.com/posters/Ex-Machina.jpg,N/A,April 2015,"Drama, Mystery, Sci-Fi"
Excalibur Script,https://www.imsdb.com/posters/Excalibur.jpg,N/A,April 1981,"Adventure, Drama, Fantasy"
Executive Decision Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Thriller"
eXistenZ Script,https://www.imsdb.com/posters/eXistenZ.jpg,N/A,April 1999,"Adventure, Sci-Fi, Thriller"
Extract Script,https://www.imsdb.com/posters/Extract.jpg,N/A,September 2009,"Comedy, Crime, Romance"
Eyes Wide Shut Script,https://www.imsdb.com/posters/Eyes-Wide-Shut.jpg,N/A,July 1999,"Drama, Mystery, Thriller"
"Fabulous Baker Boys, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Romance"
Face Off Script,https://www.imsdb.com/posters/Face-Off.jpg,N/A,June 1997,"Action, Crime, Drama, Thriller"
Fair Game Script,https://www.imsdb.com/posters/Fair-Game.jpg,N/A,November 2010,"Action, Drama, Thriller"
FairyTale: A True Story Script,https://imsdb.com/posters/FairyTale-A-True-Story.jpg,N/A,September 1997,"Drama, Family, Fantasy"
"Family Man, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Romance"
Fantastic Four Script,https://www.imsdb.com/posters/Fantastic-Four.jpg,N/A,July 2005,"Action, Adventure, Fantasy, Sci-Fi"
Fantastic Mr Fox Script,https://www.imsdb.com/posters/Fantastic-Mr-Fox.jpg,N/A,November 2009,"Animation, Adventure, Comedy, Family"
Fargo Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime, Thriller"
Fast Times at Ridgemont High Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Fatal Instinct Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime, Thriller"
"Fault in Our Stars, The Script","https://www.imsdb.com/posters/Fault-in-Our-Stars,-The.jpg",N/A,June 2014,"Drama, Romance"
Fear and Loathing in Las Vegas Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, "
Feast Script,https://www.imsdb.com/posters/Feast.jpg,N/A,September 2006,"Action, Comedy, Horror, Thriller"
Ferris Bueller's Day Off Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Field of Dreams Script,https://www.imsdb.com/posters/Field-of-Dreams.jpg,N/A,April 1989,"Drama, Family, Fantasy"
"Fifth Element, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Drama, Fantasy, Romance, Sci-Fi"
Fight Club Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Drama, Thriller"
"Fighter, The Script","https://www.imsdb.com/posters/Fighter,-The.jpg",N/A,December 2010,Drama
Final Destination Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Thriller"
Final Destination 2 Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Thriller"
Finding Nemo Script,http://www.imsdb.com/images/no-poster.gif,7,May 2003,"Adventure, Animation, Comedy, Family"
First Cow Script,https://imsdb.com/posters/First-Cow.jpg,N/A,August 2019,"Drama, Western"
Five Easy Pieces Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Flash Gordon Script,https://www.imsdb.com/posters/Flash-Gordon.jpg,N/A,December 1980,"Action, Adventure, Fantasy"
Fletch Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Comedy
Flight Script,https://www.imsdb.com/posters/Flight.jpg,N/A,November 2012,Drama
"Flintstones, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Family, Fantasy"
Forrest Gump Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Four Feathers Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Adventure, Drama, War"
Four Rooms Script,http://www.imsdb.com/images/no-poster.gif,N/A,December 1995,"Comedy, Drama"
Foxcatcher Script,https://www.imsdb.com/posters/Foxcatcher.jpg,N/A,January 2015,Drama
Fracture Script,https://www.imsdb.com/posters/Fracture.jpg,N/A,April 2007,"Crime, Drama, Thriller"
Frances Script,https://www.imsdb.com/posters/Frances.jpg,N/A,December 1982,Drama
Frankenstein Script,https://www.imsdb.com/posters/Frankenstein.jpg,N/A,November 1994,"Drama, Fantasy, Horror, Romance, Sci-Fi"
Frankenweenie Script,https://www.imsdb.com/posters/Frankenweenie.jpg,N/A,October 2012,"Animation, Comedy, Family"
Freaked Script,https://www.imsdb.com/posters/Freaked.jpg,N/A,October 1993,"Comedy, Sci-Fi"
Freddy vs. Jason Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Fantasy, Horror, Thriller"
"French Connection, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Thriller"
Frequency Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Thriller
Friday the 13th Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Horror, Mystery, Thriller"
Friday the 13th Part VIII: Jason Takes Manhattan Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Horror
Fright Night Script,https://www.imsdb.com/posters/Fright-Night.jpg,N/A,August 2011,"Comedy, Horror"
Fright Night (1985) Script,https://www.imsdb.com/posters/Fright-Night-(1985).jpg,N/A,August 1985,"Comedy, Horror, Thriller"
From Dusk Till Dawn Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Horror, Thriller"
From Here to Eternity Script,https://www.imsdb.com/posters/From-Here-to-Eternity.jpg,N/A,September 1953,"Drama, Romance, War"
Frozen Script,https://www.imsdb.com/posters/Frozen.jpg,N/A,February 2010,"Drama, Thriller"
Frozen (Disney) Script,https://www.imsdb.com/posters/Frozen-(Disney).jpg,N/A,November 2013,"Animation, Adventure, Comedy"
Frozen River Script,https://www.imsdb.com/posters/Frozen-River.jpg,N/A,August 2008,"Crime, Drama"
Fruitvale Station Script,https://www.imsdb.com/posters/Fruitvale-Station.jpg,N/A,July 2013,Drama
"Fugitive, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Mystery, Thriller"
Full Metal Jacket Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, War"
Funny People Script,https://www.imsdb.com/posters/Funny-People.jpg,N/A,July 2009,"Comedy, Drama"
Fury Script,https://www.imsdb.com/posters/Fury.jpg,N/A,October 2014,"Action, Drama, War"
G.I. Jane Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Drama"
G.I. Joe: The Rise of Cobra Script,https://www.imsdb.com/posters/G.I.-Joe-The-Rise-of-Cobra.jpg,N/A,August 2009,"Action, Adventure, Sci-Fi, Thriller"
Game 6 Script,https://www.imsdb.com/posters/Game-6.jpg,N/A,June 2005,"Comedy, Drama"
"Game, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Mystery, Thriller"
Gamer Script,https://www.imsdb.com/posters/Gamer.jpg,N/A,September 2009,"Action, Sci-Fi, Thriller"
Gandhi Script,https://www.imsdb.com/posters/Gandhi.jpg,N/A,December 1982,Drama
Gang Related Script,https://www.imsdb.com/posters/Gang-Related.jpg,N/A,October 1997,"Crime, Drama"
Gangs of New York Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama"
Garden State Script,https://www.imsdb.com/posters/Garden-State.jpg,N/A,August 2004,"Comedy, Drama, Romance"
Gattaca Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Sci-Fi, Thriller"
Get Carter Script,https://www.imsdb.com/posters/Get-Carter.jpg,N/A,March 1971,"Thriller, Action, Crime, Drama"
Get Low Script,https://www.imsdb.com/posters/Get-Low.jpg,N/A,July 2010,"Drama, Mystery"
Get on Up Script,https://www.imsdb.com/posters/Get-on-Up.jpg,N/A,August 2014,Drama
Get Out Script,https://www.imsdb.com/posters/Get-Out.jpg,N/A,February 2017,"Horror, Mystery, Thriller"
Get Shorty Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Comedy, Crime, Drama"
"Getaway, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime, Drama, Thriller"
Ghost Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Romance, Thriller, Drama, Fantasy"
"Ghost and the Darkness, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Drama, Thriller"
Ghost Rider Script,https://www.imsdb.com/posters/Ghost-Rider.jpg,N/A,February 2007,"Action, Fantasy, Thriller"
Ghost Ship Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Adventure, Horror, Thriller, Sci-Fi"
Ghost World Script,http://www.imsdb.com/images/no-poster.gif,9,N/A,"Comedy, Drama"
Ghostbusters Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Sci-Fi, Fantasy, Comedy"
Ghostbusters 2 Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Sci-Fi, Comedy, Action, Adventure"
Ginger Snaps Script,https://www.imsdb.com/posters/Ginger-Snaps.jpg,N/A,May 2001,"Drama, Horror, Thriller"
"Girl with the Dragon Tattoo, The Script","https://www.imsdb.com/posters/Girl-with-the-Dragon-Tattoo,-The.jpg",N/A,December 2011,"Crime, Drama, Mystery"
Gladiator Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Action"
Glengarry Glen Gross Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Go Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Crime"
Godfather Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama"
Godfather Part II Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Crime, Drama"
"Godfather Part III, The Script","https://www.imsdb.com/posters/Godfather-Part-III,-The.jpg",N/A,December 1990,"Crime, Drama, Mystery"
Gods and Monsters Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Godzilla Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Sci-Fi, Action, Thriller"
Gone Baby Gone Script,https://www.imsdb.com/posters/Gone-Baby-Gone.jpg,N/A,October 2007,"Crime, Drama, Mystery"
Gone in 60 Seconds Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Action, Crime"
"Good Girl, The Script","https://www.imsdb.com/posters/Good-Girl,-The.jpg",N/A,August 2002,"Drama, Comedy"
Good Will Hunting Script,http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama"
Goodfellas Script,https://www.imsdb.com/posters/Goodfellas.jpg,N/A,September 1990,"Crime, Drama"
Gothika Script,http://www.imsdb.com/images/no-poster.gif,N/A,November 2003,"Horror, Thriller, Mystery"
Grabbers Script,https://www.imsdb.com/posters/Grabbers.jpg,N/A,December 2012,"Comedy, Horror, Sci-Fi"
"Graduate, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Comedy, Drama, Romance"
Gran Torino Script,https://www.imsdb.com/posters/Gran-Torino.jpg,N/A,January 2009,"Crime, Drama"
Grand Hotel Script,https://www.imsdb.com/posters/Grand-Hotel.jpg,N/A,April 1932,"Drama, Romance"
Grand Theft Parsons Script,https://www.imsdb.com/posters/Grand-Theft-Parsons.jpg,N/A,June 2004,"Drama, Comedy"
"Grapes of Wrath, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,Drama
Gravity Script,https://www.imsdb.com/posters/Gravity.jpg,N/A,October 2013,"Sci-Fi, Thriller"
"Great Gatsby, The Script","https://www.imsdb.com/posters/Great-Gatsby,-The.jpg",N/A,May 2013,"Drama, Romance"
"Green Mile, The Script",http://www.imsdb.com/images/no-poster.gif,N/A,N/A,"Drama, Fantasy"
Gremlins Script,https://www.imsdb.com/posters/Gremlins.jpg,N/A,June 1984,"Comedy, Fantasy, Horror"
Gremlins 2 Script,https://www.imsdb.com/posters/Gremlins-2.jpg,N/A,June 1990,"Comedy, Fantasy, Horror, Sci-Fi"
